"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2023/01/01","00:00","0.141","-","0.246"
"2023/01/01","00:06","0.132","-","0.241"
"2023/01/01","00:12","0.123","-","0.22"
"2023/01/01","00:18","0.116","-","0.235"
"2023/01/01","00:24","0.109","-","0.225"
"2023/01/01","00:30","0.103","-","0.206"
"2023/01/01","00:36","0.098","-","0.216"
"2023/01/01","00:42","0.093","-","0.218"
"2023/01/01","00:48","0.09","-","0.198"
"2023/01/01","00:54","0.086","-","0.191"
"2023/01/01","01:00","0.084","-","0.182"
"2023/01/01","01:06","0.082","-","0.196"
"2023/01/01","01:12","0.08","-","0.211"
"2023/01/01","01:18","0.079","-","0.223"
"2023/01/01","01:24","0.079","-","0.218"
"2023/01/01","01:30","0.079","-","0.227"
"2023/01/01","01:36","0.079","-","0.228"
"2023/01/01","01:42","0.08","-","0.237"
"2023/01/01","01:48","0.081","-","0.233"
"2023/01/01","01:54","0.082","-","0.249"
"2023/01/01","02:00","0.084","-","0.275"
"2023/01/01","02:06","0.087","-","0.284"
"2023/01/01","02:12","0.09","-","0.302"
"2023/01/01","02:18","0.093","-","0.314"
"2023/01/01","02:24","0.097","-","0.304"
"2023/01/01","02:30","0.101","-","0.323"
"2023/01/01","02:36","0.107","-","0.324"
"2023/01/01","02:42","0.112","-","0.314"
"2023/01/01","02:48","0.119","-","0.345"
"2023/01/01","02:54","0.126","-","0.365"
"2023/01/01","03:00","0.133","-","0.37"
"2023/01/01","03:06","0.142","-","0.397"
"2023/01/01","03:12","0.151","-","0.392"
"2023/01/01","03:18","0.162","-","0.406"
"2023/01/01","03:24","0.173","-","0.424"
"2023/01/01","03:30","0.185","-","0.429"
"2023/01/01","03:36","0.198","-","0.43"
"2023/01/01","03:42","0.211","-","0.454"
"2023/01/01","03:48","0.226","-","0.469"
"2023/01/01","03:54","0.242","-","0.476"
"2023/01/01","04:00","0.258","-","0.515"
"2023/01/01","04:06","0.276","-","0.52"
"2023/01/01","04:12","0.294","-","0.534"
"2023/01/01","04:18","0.314","-","0.571"
"2023/01/01","04:24","0.334","-","0.599"
"2023/01/01","04:30","0.355","-","0.613"
"2023/01/01","04:36","0.377","-","0.634"
"2023/01/01","04:42","0.4","-","0.624"
"2023/01/01","04:48","0.423","-","0.66"
"2023/01/01","04:54","0.447","-","0.684"
"2023/01/01","05:00","0.472","-","0.715"
"2023/01/01","05:06","0.497","-","0.71"
"2023/01/01","05:12","0.523","-","0.726"
"2023/01/01","05:18","0.549","-","0.768"
"2023/01/01","05:24","0.576","-","0.777"
"2023/01/01","05:30","0.602","-","0.8"
"2023/01/01","05:36","0.629","-","0.819"
"2023/01/01","05:42","0.656","-","0.831"
"2023/01/01","05:48","0.683","-","0.869"
"2023/01/01","05:54","0.71","-","0.87"
"2023/01/01","06:00","0.736","-","0.931"
"2023/01/01","06:06","0.762","-","0.951"
"2023/01/01","06:12","0.788","-","0.974"
"2023/01/01","06:18","0.813","-","0.969"
"2023/01/01","06:24","0.837","-","1.012"
"2023/01/01","06:30","0.86","-","1.055"
"2023/01/01","06:36","0.883","-","1.046"
"2023/01/01","06:42","0.905","-","1.042"
"2023/01/01","06:48","0.926","-","1.075"
"2023/01/01","06:54","0.945","-","1.11"
"2023/01/01","07:00","0.964","-","1.107"
"2023/01/01","07:06","0.981","-","1.139"
"2023/01/01","07:12","0.997","-","1.131"
"2023/01/01","07:18","1.012","-","1.15"
"2023/01/01","07:24","1.025","-","1.187"
"2023/01/01","07:30","1.037","-","1.186"
"2023/01/01","07:36","1.047","-","1.198"
"2023/01/01","07:42","1.056","-","1.193"
"2023/01/01","07:48","1.063","-","1.207"
"2023/01/01","07:54","1.069","-","1.186"
"2023/01/01","08:00","1.073","-","1.172"
"2023/01/01","08:06","1.076","-","1.174"
"2023/01/01","08:12","1.077","-","1.187"
"2023/01/01","08:18","1.077","-","1.196"
"2023/01/01","08:24","1.075","-","1.245"
"2023/01/01","08:30","1.071","-","1.223"
"2023/01/01","08:36","1.066","-","1.217"
"2023/01/01","08:42","1.06","-","1.223"
"2023/01/01","08:48","1.052","-","1.207"
"2023/01/01","08:54","1.042","-","1.185"
"2023/01/01","09:00","1.032","-","1.178"
"2023/01/01","09:06","1.02","-","1.18"
"2023/01/01","09:12","1.006","-","1.18"
"2023/01/01","09:18","0.991","-","1.152"
"2023/01/01","09:24","0.976","-","1.138"
"2023/01/01","09:30","0.959","-","1.145"
"2023/01/01","09:36","0.94","-","1.09"
"2023/01/01","09:42","0.921","-","1.057"
"2023/01/01","09:48","0.901","-","1.035"
"2023/01/01","09:54","0.88","-","1.045"
"2023/01/01","10:00","0.859","-","1.035"
"2023/01/01","10:06","0.836","-","1.018"
"2023/01/01","10:12","0.813","-","1.008"
"2023/01/01","10:18","0.79","-","0.966"
"2023/01/01","10:24","0.766","-","0.952"
"2023/01/01","10:30","0.741","-","0.902"
"2023/01/01","10:36","0.717","-","0.878"
"2023/01/01","10:42","0.692","-","0.858"
"2023/01/01","10:48","0.667","-","0.825"
"2023/01/01","10:54","0.643","-","0.817"
"2023/01/01","11:00","0.618","-","0.771"
"2023/01/01","11:06","0.594","-","0.736"
"2023/01/01","11:12","0.57","-","0.708"
"2023/01/01","11:18","0.547","-","0.675"
"2023/01/01","11:24","0.524","-","0.658"
"2023/01/01","11:30","0.501","-","0.633"
"2023/01/01","11:36","0.479","-","0.644"
"2023/01/01","11:42","0.458","-","0.631"
"2023/01/01","11:48","0.438","-","0.578"
"2023/01/01","11:54","0.418","-","0.557"
"2023/01/01","12:00","0.399","-","0.496"
"2023/01/01","12:06","0.381","-","0.475"
"2023/01/01","12:12","0.363","-","0.459"
"2023/01/01","12:18","0.347","-","0.439"
"2023/01/01","12:24","0.331","-","0.421"
"2023/01/01","12:30","0.316","-","0.397"
"2023/01/01","12:36","0.301","-","0.401"
"2023/01/01","12:42","0.288","-","0.368"
"2023/01/01","12:48","0.275","-","0.352"
"2023/01/01","12:54","0.263","-","0.335"
"2023/01/01","13:00","0.251","-","0.317"
"2023/01/01","13:06","0.24","-","0.324"
"2023/01/01","13:12","0.229","-","0.295"
"2023/01/01","13:18","0.219","-","0.303"
"2023/01/01","13:24","0.21","-","0.296"
"2023/01/01","13:30","0.201","-","0.292"
"2023/01/01","13:36","0.192","-","0.274"
"2023/01/01","13:42","0.184","-","0.266"
"2023/01/01","13:48","0.177","-","0.287"
"2023/01/01","13:54","0.169","-","0.264"
"2023/01/01","14:00","0.162","-","0.274"
"2023/01/01","14:06","0.156","-","0.266"
"2023/01/01","14:12","0.15","-","0.244"
"2023/01/01","14:18","0.144","-","0.251"
"2023/01/01","14:24","0.139","-","0.25"
"2023/01/01","14:30","0.134","-","0.245"
"2023/01/01","14:36","0.13","-","0.26"
"2023/01/01","14:42","0.126","-","0.249"
"2023/01/01","14:48","0.123","-","0.249"
"2023/01/01","14:54","0.121","-","0.257"
"2023/01/01","15:00","0.119","-","0.263"
"2023/01/01","15:06","0.118","-","0.237"
"2023/01/01","15:12","0.117","-","0.263"
"2023/01/01","15:18","0.118","-","0.254"
"2023/01/01","15:24","0.119","-","0.258"
"2023/01/01","15:30","0.121","-","0.296"
"2023/01/01","15:36","0.124","-","0.272"
"2023/01/01","15:42","0.127","-","0.282"
"2023/01/01","15:48","0.132","-","0.287"
"2023/01/01","15:54","0.138","-","0.303"
"2023/01/01","16:00","0.145","-","0.305"
"2023/01/01","16:06","0.152","-","0.327"
"2023/01/01","16:12","0.161","-","0.312"
"2023/01/01","16:18","0.171","-","0.29"
"2023/01/01","16:24","0.182","-","0.287"
"2023/01/01","16:30","0.193","-","0.299"
"2023/01/01","16:36","0.206","-","0.328"
"2023/01/01","16:42","0.22","-","0.342"
"2023/01/01","16:48","0.235","-","0.357"
"2023/01/01","16:54","0.25","-","0.377"
"2023/01/01","17:00","0.267","-","0.387"
"2023/01/01","17:06","0.285","-","0.399"
"2023/01/01","17:12","0.303","-","0.393"
"2023/01/01","17:18","0.322","-","0.418"
"2023/01/01","17:24","0.342","-","0.429"
"2023/01/01","17:30","0.363","-","0.442"
"2023/01/01","17:36","0.384","-","0.478"
"2023/01/01","17:42","0.405","-","0.508"
"2023/01/01","17:48","0.427","-","0.503"
"2023/01/01","17:54","0.45","-","0.505"
"2023/01/01","18:00","0.472","-","0.535"
"2023/01/01","18:06","0.495","-","0.547"
"2023/01/01","18:12","0.518","-","0.603"
"2023/01/01","18:18","0.541","-","0.622"
"2023/01/01","18:24","0.563","-","0.618"
"2023/01/01","18:30","0.586","-","0.637"
"2023/01/01","18:36","0.608","-","0.655"
"2023/01/01","18:42","0.63","-","0.668"
"2023/01/01","18:48","0.651","-","0.68"
"2023/01/01","18:54","0.672","-","0.71"
"2023/01/01","19:00","0.692","-","0.723"
"2023/01/01","19:06","0.711","-","0.742"
"2023/01/01","19:12","0.729","-","0.783"
"2023/01/01","19:18","0.747","-","0.771"
"2023/01/01","19:24","0.763","-","0.782"
"2023/01/01","19:30","0.778","-","0.78"
"2023/01/01","19:36","0.793","-","0.792"
"2023/01/01","19:42","0.806","-","0.823"
"2023/01/01","19:48","0.817","-","0.855"
"2023/01/01","19:54","0.828","-","0.881"
"2023/01/01","20:00","0.837","-","0.89"
"2023/01/01","20:06","0.845","-","0.9"
"2023/01/01","20:12","0.851","-","0.924"
"2023/01/01","20:18","0.856","-","0.928"
"2023/01/01","20:24","0.86","-","0.933"
"2023/01/01","20:30","0.862","-","0.928"
"2023/01/01","20:36","0.862","-","0.923"
"2023/01/01","20:42","0.861","-","0.951"
"2023/01/01","20:48","0.859","-","0.968"
"2023/01/01","20:54","0.855","-","0.976"
"2023/01/01","21:00","0.85","-","0.976"
"2023/01/01","21:06","0.843","-","0.953"
"2023/01/01","21:12","0.835","-","0.946"
"2023/01/01","21:18","0.825","-","0.957"
"2023/01/01","21:24","0.814","-","0.948"
"2023/01/01","21:30","0.802","-","0.935"
"2023/01/01","21:36","0.789","-","0.92"
"2023/01/01","21:42","0.774","-","0.935"
"2023/01/01","21:48","0.758","-","0.908"
"2023/01/01","21:54","0.741","-","0.887"
"2023/01/01","22:00","0.723","-","0.869"
"2023/01/01","22:06","0.704","-","0.834"
"2023/01/01","22:12","0.684","-","0.813"
"2023/01/01","22:18","0.663","-","0.817"
"2023/01/01","22:24","0.641","-","0.813"
"2023/01/01","22:30","0.619","-","0.789"
"2023/01/01","22:36","0.596","-","0.774"
"2023/01/01","22:42","0.573","-","0.755"
"2023/01/01","22:48","0.549","-","0.714"
"2023/01/01","22:54","0.525","-","0.701"
"2023/01/01","23:00","0.501","-","0.681"
"2023/01/01","23:06","0.477","-","0.648"
"2023/01/01","23:12","0.453","-","0.623"
"2023/01/01","23:18","0.429","-","0.604"
"2023/01/01","23:24","0.406","-","0.591"
"2023/01/01","23:30","0.383","-","0.549"
"2023/01/01","23:36","0.36","-","0.508"
"2023/01/01","23:42","0.338","-","0.474"
"2023/01/01","23:48","0.317","-","0.458"
"2023/01/01","23:54","0.296","-","0.438"
"2023/01/02","00:00","0.276","-","0.411"
"2023/01/02","00:06","0.257","-","0.393"
"2023/01/02","00:12","0.24","-","0.353"
"2023/01/02","00:18","0.223","-","0.316"
"2023/01/02","00:24","0.207","-","0.296"
"2023/01/02","00:30","0.192","-","0.281"
"2023/01/02","00:36","0.178","-","0.256"
"2023/01/02","00:42","0.165","-","0.233"
"2023/01/02","00:48","0.154","-","0.212"
"2023/01/02","00:54","0.143","-","0.191"
"2023/01/02","01:00","0.133","-","0.176"
"2023/01/02","01:06","0.125","-","0.148"
"2023/01/02","01:12","0.117","-","0.143"
"2023/01/02","01:18","0.11","-","0.131"
"2023/01/02","01:24","0.104","-","0.132"
"2023/01/02","01:30","0.099","-","0.146"
"2023/01/02","01:36","0.095","-","0.137"
"2023/01/02","01:42","0.091","-","0.138"
"2023/01/02","01:48","0.088","-","0.13"
"2023/01/02","01:54","0.086","-","0.131"
"2023/01/02","02:00","0.085","-","0.128"
"2023/01/02","02:06","0.084","-","0.137"
"2023/01/02","02:12","0.083","-","0.154"
"2023/01/02","02:18","0.083","-","0.147"
"2023/01/02","02:24","0.084","-","0.155"
"2023/01/02","02:30","0.085","-","0.155"
"2023/01/02","02:36","0.087","-","0.166"
"2023/01/02","02:42","0.089","-","0.176"
"2023/01/02","02:48","0.092","-","0.193"
"2023/01/02","02:54","0.095","-","0.193"
"2023/01/02","03:00","0.098","-","0.21"
"2023/01/02","03:06","0.103","-","0.208"
"2023/01/02","03:12","0.107","-","0.225"
"2023/01/02","03:18","0.113","-","0.245"
"2023/01/02","03:24","0.118","-","0.243"
"2023/01/02","03:30","0.125","-","0.262"
"2023/01/02","03:36","0.132","-","0.268"
"2023/01/02","03:42","0.139","-","0.305"
"2023/01/02","03:48","0.148","-","0.328"
"2023/01/02","03:54","0.157","-","0.318"
"2023/01/02","04:00","0.166","-","0.309"
"2023/01/02","04:06","0.177","-","0.33"
"2023/01/02","04:12","0.188","-","0.369"
"2023/01/02","04:18","0.2","-","0.366"
"2023/01/02","04:24","0.212","-","0.387"
"2023/01/02","04:30","0.226","-","0.398"
"2023/01/02","04:36","0.24","-","0.413"
"2023/01/02","04:42","0.255","-","0.435"
"2023/01/02","04:48","0.271","-","0.449"
"2023/01/02","04:54","0.287","-","0.487"
"2023/01/02","05:00","0.304","-","0.504"
"2023/01/02","05:06","0.322","-","0.532"
"2023/01/02","05:12","0.341","-","0.545"
"2023/01/02","05:18","0.361","-","0.541"
"2023/01/02","05:24","0.381","-","0.576"
"2023/01/02","05:30","0.402","-","0.574"
"2023/01/02","05:36","0.423","-","0.594"
"2023/01/02","05:42","0.445","-","0.613"
"2023/01/02","05:48","0.467","-","0.641"
"2023/01/02","05:54","0.49","-","0.663"
"2023/01/02","06:00","0.514","-","0.671"
"2023/01/02","06:06","0.538","-","0.679"
"2023/01/02","06:12","0.562","-","0.688"
"2023/01/02","06:18","0.586","-","0.714"
"2023/01/02","06:24","0.611","-","0.739"
"2023/01/02","06:30","0.635","-","0.772"
"2023/01/02","06:36","0.66","-","0.788"
"2023/01/02","06:42","0.684","-","0.802"
"2023/01/02","06:48","0.709","-","0.822"
"2023/01/02","06:54","0.733","-","0.837"
"2023/01/02","07:00","0.757","-","0.85"
"2023/01/02","07:06","0.781","-","0.861"
"2023/01/02","07:12","0.804","-","0.883"
"2023/01/02","07:18","0.827","-","0.922"
"2023/01/02","07:24","0.849","-","0.951"
"2023/01/02","07:30","0.87","-","0.955"
"2023/01/02","07:36","0.891","-","0.969"
"2023/01/02","07:42","0.911","-","0.989"
"2023/01/02","07:48","0.93","-","1.008"
"2023/01/02","07:54","0.948","-","1.016"
"2023/01/02","08:00","0.965","-","1.035"
"2023/01/02","08:06","0.981","-","1.06"
"2023/01/02","08:12","0.996","-","1.056"
"2023/01/02","08:18","1.009","-","1.068"
"2023/01/02","08:24","1.022","-","1.076"
"2023/01/02","08:30","1.033","-","1.085"
"2023/01/02","08:36","1.043","-","1.079"
"2023/01/02","08:42","1.051","-","1.084"
"2023/01/02","08:48","1.058","-","1.09"
"2023/01/02","08:54","1.064","-","1.108"
"2023/01/02","09:00","1.068","-","1.127"
"2023/01/02","09:06","1.071","-","1.13"
"2023/01/02","09:12","1.073","-","1.122"
"2023/01/02","09:18","1.073","-","1.141"
"2023/01/02","09:24","1.071","-","1.142"
"2023/01/02","09:30","1.068","-","1.134"
"2023/01/02","09:36","1.063","-","1.131"
"2023/01/02","09:42","1.057","-","1.129"
"2023/01/02","09:48","1.05","-","1.125"
"2023/01/02","09:54","1.041","-","1.112"
"2023/01/02","10:00","1.03","-","1.104"
"2023/01/02","10:06","1.018","-","1.097"
"2023/01/02","10:12","1.005","-","1.085"
"2023/01/02","10:18","0.99","-","1.07"
"2023/01/02","10:24","0.974","-","1.065"
"2023/01/02","10:30","0.957","-","1.05"
"2023/01/02","10:36","0.939","-","1.031"
"2023/01/02","10:42","0.919","-","1.009"
"2023/01/02","10:48","0.899","-","1.001"
"2023/01/02","10:54","0.877","-","0.974"
"2023/01/02","11:00","0.855","-","0.953"
"2023/01/02","11:06","0.832","-","0.94"
"2023/01/02","11:12","0.808","-","0.909"
"2023/01/02","11:18","0.783","-","0.876"
"2023/01/02","11:24","0.758","-","0.862"
"2023/01/02","11:30","0.733","-","0.846"
"2023/01/02","11:36","0.708","-","0.816"
"2023/01/02","11:42","0.682","-","0.789"
"2023/01/02","11:48","0.656","-","0.762"
"2023/01/02","11:54","0.631","-","0.737"
"2023/01/02","12:00","0.605","-","0.722"
"2023/01/02","12:06","0.58","-","0.697"
"2023/01/02","12:12","0.555","-","0.661"
"2023/01/02","12:18","0.531","-","0.642"
"2023/01/02","12:24","0.507","-","0.619"
"2023/01/02","12:30","0.483","-","0.59"
"2023/01/02","12:36","0.461","-","0.567"
"2023/01/02","12:42","0.439","-","0.538"
"2023/01/02","12:48","0.417","-","0.515"
"2023/01/02","12:54","0.397","-","0.494"
"2023/01/02","13:00","0.377","-","0.472"
"2023/01/02","13:06","0.358","-","0.459"
"2023/01/02","13:12","0.34","-","0.439"
"2023/01/02","13:18","0.323","-","0.411"
"2023/01/02","13:24","0.306","-","0.388"
"2023/01/02","13:30","0.291","-","0.376"
"2023/01/02","13:36","0.276","-","0.354"
"2023/01/02","13:42","0.262","-","0.336"
"2023/01/02","13:48","0.248","-","0.321"
"2023/01/02","13:54","0.236","-","0.317"
"2023/01/02","14:00","0.224","-","0.316"
"2023/01/02","14:06","0.212","-","0.291"
"2023/01/02","14:12","0.202","-","0.282"
"2023/01/02","14:18","0.191","-","0.278"
"2023/01/02","14:24","0.182","-","0.262"
"2023/01/02","14:30","0.173","-","0.258"
"2023/01/02","14:36","0.164","-","0.249"
"2023/01/02","14:42","0.157","-","0.254"
"2023/01/02","14:48","0.149","-","0.257"
"2023/01/02","14:54","0.142","-","0.249"
"2023/01/02","15:00","0.136","-","0.24"
"2023/01/02","15:06","0.13","-","0.241"
"2023/01/02","15:12","0.125","-","0.241"
"2023/01/02","15:18","0.12","-","0.23"
"2023/01/02","15:24","0.116","-","0.231"
"2023/01/02","15:30","0.113","-","0.227"
"2023/01/02","15:36","0.11","-","0.222"
"2023/01/02","15:42","0.108","-","0.22"
"2023/01/02","15:48","0.106","-","0.211"
"2023/01/02","15:54","0.105","-","0.223"
"2023/01/02","16:00","0.105","-","0.212"
"2023/01/02","16:06","0.105","-","0.205"
"2023/01/02","16:12","0.107","-","0.212"
"2023/01/02","16:18","0.109","-","0.216"
"2023/01/02","16:24","0.112","-","0.215"
"2023/01/02","16:30","0.116","-","0.221"
"2023/01/02","16:36","0.12","-","0.233"
"2023/01/02","16:42","0.126","-","0.231"
"2023/01/02","16:48","0.132","-","0.236"
"2023/01/02","16:54","0.139","-","0.248"
"2023/01/02","17:00","0.148","-","0.245"
"2023/01/02","17:06","0.157","-","0.255"
"2023/01/02","17:12","0.167","-","0.267"
"2023/01/02","17:18","0.178","-","0.27"
"2023/01/02","17:24","0.189","-","0.271"
"2023/01/02","17:30","0.202","-","0.301"
"2023/01/02","17:36","0.216","-","0.304"
"2023/01/02","17:42","0.23","-","0.295"
"2023/01/02","17:48","0.245","-","0.318"
"2023/01/02","17:54","0.261","-","0.329"
"2023/01/02","18:00","0.278","-","0.349"
"2023/01/02","18:06","0.296","-","0.362"
"2023/01/02","18:12","0.314","-","0.38"
"2023/01/02","18:18","0.333","-","0.398"
"2023/01/02","18:24","0.352","-","0.422"
"2023/01/02","18:30","0.372","-","0.431"
"2023/01/02","18:36","0.392","-","0.458"
"2023/01/02","18:42","0.413","-","0.478"
"2023/01/02","18:48","0.434","-","0.484"
"2023/01/02","18:54","0.456","-","0.513"
"2023/01/02","19:00","0.477","-","0.546"
"2023/01/02","19:06","0.499","-","0.577"
"2023/01/02","19:12","0.521","-","0.602"
"2023/01/02","19:18","0.543","-","0.625"
"2023/01/02","19:24","0.564","-","0.644"
"2023/01/02","19:30","0.586","-","0.671"
"2023/01/02","19:36","0.607","-","0.699"
"2023/01/02","19:42","0.628","-","0.724"
"2023/01/02","19:48","0.648","-","0.747"
"2023/01/02","19:54","0.668","-","0.779"
"2023/01/02","20:00","0.687","-","0.813"
"2023/01/02","20:06","0.706","-","0.831"
"2023/01/02","20:12","0.724","-","0.849"
"2023/01/02","20:18","0.74","-","0.873"
"2023/01/02","20:24","0.756","-","0.886"
"2023/01/02","20:30","0.771","-","0.901"
"2023/01/02","20:36","0.785","-","0.922"
"2023/01/02","20:42","0.798","-","0.944"
"2023/01/02","20:48","0.81","-","0.952"
"2023/01/02","20:54","0.82","-","0.965"
"2023/01/02","21:00","0.829","-","0.969"
"2023/01/02","21:06","0.837","-","0.989"
"2023/01/02","21:12","0.844","-","0.991"
"2023/01/02","21:18","0.849","-","1.003"
"2023/01/02","21:24","0.852","-","1.005"
"2023/01/02","21:30","0.854","-","0.997"
"2023/01/02","21:36","0.855","-","1.011"
"2023/01/02","21:42","0.854","-","1.001"
"2023/01/02","21:48","0.852","-","1"
"2023/01/02","21:54","0.848","-","0.991"
"2023/01/02","22:00","0.842","-","0.986"
"2023/01/02","22:06","0.835","-","0.991"
"2023/01/02","22:12","0.827","-","0.995"
"2023/01/02","22:18","0.817","-","0.975"
"2023/01/02","22:24","0.805","-","0.958"
"2023/01/02","22:30","0.793","-","0.937"
"2023/01/02","22:36","0.778","-","0.924"
"2023/01/02","22:42","0.763","-","0.906"
"2023/01/02","22:48","0.746","-","0.888"
"2023/01/02","22:54","0.728","-","0.869"
"2023/01/02","23:00","0.709","-","0.853"
"2023/01/02","23:06","0.688","-","0.833"
"2023/01/02","23:12","0.667","-","0.818"
"2023/01/02","23:18","0.645","-","0.789"
"2023/01/02","23:24","0.622","-","0.767"
"2023/01/02","23:30","0.599","-","0.729"
"2023/01/02","23:36","0.575","-","0.712"
"2023/01/02","23:42","0.55","-","0.696"
"2023/01/02","23:48","0.525","-","0.662"
"2023/01/02","23:54","0.5","-","0.627"
"2023/01/03","00:00","0.475","-","0.599"
"2023/01/03","00:06","0.45","-","0.565"
"2023/01/03","00:12","0.425","-","0.551"
"2023/01/03","00:18","0.401","-","0.529"
"2023/01/03","00:24","0.377","-","0.505"
"2023/01/03","00:30","0.353","-","0.473"
"2023/01/03","00:36","0.33","-","0.441"
"2023/01/03","00:42","0.308","-","0.434"
"2023/01/03","00:48","0.286","-","0.41"
"2023/01/03","00:54","0.265","-","0.372"
"2023/01/03","01:00","0.246","-","0.353"
"2023/01/03","01:06","0.227","-","0.328"
"2023/01/03","01:12","0.21","-","0.313"
"2023/01/03","01:18","0.193","-","0.299"
"2023/01/03","01:24","0.178","-","0.287"
"2023/01/03","01:30","0.163","-","0.275"
"2023/01/03","01:36","0.15","-","0.247"
"2023/01/03","01:42","0.138","-","0.214"
"2023/01/03","01:48","0.128","-","0.214"
"2023/01/03","01:54","0.118","-","0.213"
"2023/01/03","02:00","0.109","-","0.177"
"2023/01/03","02:06","0.102","-","0.182"
"2023/01/03","02:12","0.095","-","0.169"
"2023/01/03","02:18","0.09","-","0.173"
"2023/01/03","02:24","0.085","-","0.175"
"2023/01/03","02:30","0.082","-","0.162"
"2023/01/03","02:36","0.079","-","0.166"
"2023/01/03","02:42","0.077","-","0.169"
"2023/01/03","02:48","0.076","-","0.174"
"2023/01/03","02:54","0.075","-","0.178"
"2023/01/03","03:00","0.076","-","0.191"
"2023/01/03","03:06","0.077","-","0.195"
"2023/01/03","03:12","0.078","-","0.21"
"2023/01/03","03:18","0.081","-","0.2"
"2023/01/03","03:24","0.083","-","0.218"
"2023/01/03","03:30","0.087","-","0.229"
"2023/01/03","03:36","0.091","-","0.227"
"2023/01/03","03:42","0.095","-","0.254"
"2023/01/03","03:48","0.1","-","0.261"
"2023/01/03","03:54","0.106","-","0.281"
"2023/01/03","04:00","0.112","-","0.282"
"2023/01/03","04:06","0.119","-","0.301"
"2023/01/03","04:12","0.126","-","0.299"
"2023/01/03","04:18","0.134","-","0.316"
"2023/01/03","04:24","0.142","-","0.337"
"2023/01/03","04:30","0.151","-","0.331"
"2023/01/03","04:36","0.16","-","0.346"
"2023/01/03","04:42","0.17","-","0.376"
"2023/01/03","04:48","0.18","-","0.378"
"2023/01/03","04:54","0.191","-","0.385"
"2023/01/03","05:00","0.203","-","0.391"
"2023/01/03","05:06","0.215","-","0.401"
"2023/01/03","05:12","0.228","-","0.416"
"2023/01/03","05:18","0.241","-","0.439"
"2023/01/03","05:24","0.255","-","0.438"
"2023/01/03","05:30","0.269","-","0.466"
"2023/01/03","05:36","0.285","-","0.494"
"2023/01/03","05:42","0.3","-","0.485"
"2023/01/03","05:48","0.316","-","0.502"
"2023/01/03","05:54","0.333","-","0.525"
"2023/01/03","06:00","0.351","-","0.537"
"2023/01/03","06:06","0.369","-","0.537"
"2023/01/03","06:12","0.387","-","0.563"
"2023/01/03","06:18","0.406","-","0.586"
"2023/01/03","06:24","0.426","-","0.605"
"2023/01/03","06:30","0.446","-","0.606"
"2023/01/03","06:36","0.466","-","0.621"
"2023/01/03","06:42","0.487","-","0.646"
"2023/01/03","06:48","0.509","-","0.659"
"2023/01/03","06:54","0.531","-","0.669"
"2023/01/03","07:00","0.553","-","0.696"
"2023/01/03","07:06","0.575","-","0.712"
"2023/01/03","07:12","0.598","-","0.725"
"2023/01/03","07:18","0.621","-","0.75"
"2023/01/03","07:24","0.644","-","0.756"
"2023/01/03","07:30","0.667","-","0.779"
"2023/01/03","07:36","0.69","-","0.79"
"2023/01/03","07:42","0.714","-","0.805"
